SMILES,NLL
c1ccc(P2(CCC[Pd+2]3(<-n4ccc(-c5c6ccccc6cc6ccccc56)nc4)<-n4ccccc4C[PH]<-2->34<-n2ccccc2-c2ccccn->42)c2ccccc2)cc1,43.63
[Cl-]->[FeH+]12(<-P(CCP->1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,22.21
c1cc[c-]2->[Ir+3]34(<-[c-]5ccccc5-c5[nH]c6ccccc6n->35)(<-[c-]3cc5ccccc5cc3-c3[nH]c5ccccc5n->43)<-n3ccccc3-c2c1,32.36
[Cl-]->[Pd+2]1(<-[Cl-])<-n2ccsc2-c2ccccc2[PH](c2ccccc2)(c2ccccc2)c2ccc3ccccc3n->12,28.6
CC(C)c1cccc(C(C)C)c1[N-2]->[W+6](<-[CH2-]c1ccccc1)(<-[CH2-]c1ccccc1)(<-[O-]c1c(C(C)C)cccc1C(C)C)<-[c-]1ccccc1,22.7
CN(C)N1=CC=N(C(C)(C)C)->[Hf+4]<-12345(<-[C-]#[O+])(<-[C-]#[O+])<-c1c->2c->3[cH-]->4c->51,26.57
CC1C=N(->[Cu+](<-[Cl-])(<-P(C)(C)c2ccccc2)<-P(c2ccccc2)(c2ccccc2)C(F)(F)C(F)(F)F)C(C)(C)C2CCC1O2,46.79
[Cl-]->[Au+]<-P1(c2ccccc2)c2ccccc2Oc2cc3ccccc3c3-c4cccc5cccn(->B(c6ccccc61)c23)c45,41.81
CN1[CH-]2[Si](C)(C)OP3=C->[RhH+2]<-2<-3(<-[CH2-]c2ccccc2)(N2C(C)(C)CCCC2(C)C)<-P1(C)C,52.56
[I-]->[Fe+2]12345(<-c6c->1c->2[cH-]->3c->46)<-P(c1ccccc1)(c1ccccc1)c1ccccc1P->5(c1ccccc1)c1ccccc1,19.75
S=C=[N-]->[Zn+2](<-[N-]=C=S)(<-n1ccccc1)<-n1ccccc1,12.62
Cc1[nH]ccn1->[Pt+2](<-[I-])(<-[I-])<-n1cc[nH]c1C,19.79
CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[Cl-],11.49
CC1=C(C)SC(=C2S[PH](C(C)C)(C(C)C)S2)S1,23.23
CC(C)(C)[PH](C)(C)O[C](c1ccccc1)->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],23.13
N#[N+]c1ccccc1[C]1N2CCN3c4ccccc4Cc4cccc(c43)C=CN2C2=C3C=Cc4cccc(c43)C=CC=[C-]2->[Au+3]<-1<-[I-],48.39
CC(C)OC(=O)N(NC(=O)c1ccccc1)->[Ni+2](<-[Cl-])(<-[Br-])<-n1cc[nH]c1,41.97
[O+]#[C-]->[W+2]123(<-[C-]#[O+])(<-[C-]#[O+])(<-C(c4ncccn4)<-n4cccn4C(n4cccn->14)n1cccn->21)<-n1cccn1[B-](c1ccccc1)(c1ccccc1)n1cccn->31,47.61
[Cl-]->[Pt+2]12(<-[Cl-])<-NCCN->1CCO->2,20.86
CC(C)(C)c1cc2[N-](c3ccccc3)->[Co+5]3(<-[O-]c2c(C(C)(C)C)c1)<-[O-]c1c(C(C)(C)C)ccc(C(C)(C)C)c1[O-]->3,23.62
O=C(O)C12=O->[Co+3]<-13(<-O)(<-O)(<-NCCN->3)<-[O-]2,26.52
[Cl-]->[Ni+2]1(<-[Cl-])<-[c-]2c(C3=N->1C(c1ccccc1)CO3)ccc1ccccc12,20.48
CP(C)(c1ccccc1)->[Ru+2](<-[Cl-])(<-[Cl-])(<-[CH]c1ccc(N([O-])[O-])cc1)(<-P(C)(C)c1ccccc1)<-P(C)(c1ccccc1)c1ccccc1,24.13
Cc1nc(-c2ccc([O-]->[Cr+2]3(<-[C-]#[O+])(<-[C-]#[O+])<-n4ccccc4-c4ccccn->34)cc2)n(-c2ccccc2)n1,28.05
Cc1cccc2CN34Cc5ccccn5->[Cu+]<-3(<-n12)<-n1c(C)cccc1C4,18.24
CCP(CC)(CC)->[Rh+](<-[C-]#[O+])(<-P(CC)(CC)CC)<-P(CC)(CC)c1ccccc1,17.4
[Br-]->[Pt+2]1(<-[S-]c2ccccc2)<-[C]2N(Cc3ccccc3)C=CN2Cc2ccccn->12,24.22
CP12c3ccccc3[CH2-]->[Ni+2]<-1(<-[O-2])(<-[O-]c1ccccc12)<-n1ccccc1,31.39
CS1CCS(C)->[Pt+2]<-1(<-[Cl-])<-[Cl-],15.46
CC(C)P1(Cc2ccccn2->[Fe]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-n1ccccc1)C(C)C,27.58
CC#N->[Ru+2]1(<-[Br-])(<-[Br-])(<-[Se-]c2ccccc2N->1[P+](c1ccccc1)c1ccccc1)<-S(C)(C)=O,35.62
CC1=N2->[Ni+2](<-[Cl-])(<-[I-])<-N(C)(C)CCN1CCC2,25.52
C#[C-]->[ReH2+](<-[C-]#[O+])(<-[C-]#[O+])(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,25.19
CC1=CC(=[C-](C(C)(C)C)->[Zn+2](<-[Br-])(<-[Br-])<-OC(C)(C)C1)C(C)(C)C,30.25
C=CCN->[Hg+2]<-NC(CO)C(C)O,28.1
COc1cccc(CN2CCN(c3c(C(C)C)cccc3C(C)C)[C]2->[Cu+]<-[C]2N(CCc3cccs3)C=CN2Cc2cccs2)c1OC,33.4
B[N+](C)(C)->[Au+3](<-[Cl-])(<-[C-]#N)<-[C-](F)(F)F,38.56
[O+]#[C-]->[Re+]1(<-O)(<-[C-]#[O+])(<-[C-]#[O+])<-n2c(O)cccc2-c2ccccc2NP->1(c1ccccc1)c1ccccc1,30.79
Cc1cccc(C)c1C1=O->[Ru+2]23456(<-[Cl-])(<-c7c->2c->3(C)c->4c->5(C)c->67)<-S1Cc1ccccc1,31.04
CCN1C=CN(C)[C]1->[Pt+2](<-[Cl-])(<-[C]1N(C)C(C)=C(C)N1C)<-[C]1N(CC)C(C)=C(C)N1CC,21.67
NC1=S->[Zn+2]234(<-[O-]C(=O)c5cccc1n->25)<-[O-]S(=O)(=O)c1c(C(=O)O)cccc1-n1nnc(-c2ccccn->32)n->41,36.76
CCN(CC)C1=S->[Fe+2]2(<-[C-]#[O+])(<-[S-]C(C)=CC(C)=N->2C(C)C)<-[S-]1,31.2
CC(C)c1cccc(C(C)C)c1[N-]1Cc2c(F)c(C(C)(C)C)cc(C(C)(C)C)c2[O-]->[Fe+2]<-12<-[CH2-]CCP->2(C(C)(C)C)C(C)(C)C,37.65
CC(C)P1(Nc2cccc3NP(C(C)C)(C(C)C)->[RhH2+]<-1(<-[Br-])<-n23)C(C)C,24.12
CP(C)(C)->[W+2]1(<-[Cl-])(<-C=C->1c1ccccc1)(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C,20.75
CC(C)C1(O[B-](C)(C)C2=N3->[Pd+2]45(<-[O-]c6ccccc6CN->4(CCN->5(CC3)C2)Cc2ccccc2)<-[O-]1)C(C)C,45.16
CC(C)c1cccc(C(C)C)c1N1=CC=N(c2c(C(C)C)cccc2C(C)C)->[Mo+2]<-1(<-[Cl-])(<-[Cl-])(<-[c-]1ccccc1)<-O1CCCC1,32.02
CC(C)OC(=O)[N-2]->[Pt+4](<-[CH3-])(<-[Cl-])(<-[CH]C(=[O+])OC(C)C)(<-P(F)(F)OC(=O)OC(C)C)<-P(OC(C)C)(OC(C)C)OC(C)C,52.44
COc1ccc(-c2nn3->[Zn+2]4(<-[O-]C(=O)c5cccc(-c6cc(C(C)(C)C)cc(C(C)(C)C)c6)n->45)<-[SH]4=C5N(C)C=C(c6ccccc6)N5C4Cc4cc(C(=O)OCCCn5ccnc5)ccc4-c3n2-c2ccccc2)cc1,59.63
CCP1(CCP(C2CCCCC2)(C2CCCCC2)->[Re+3]<-1(Oc1ccccc1N([O-])[O-])(c1ccccc1)<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)c1ccccc1,46.28
CC(C)P1(CCCN2(C)CP(C)(C)->[Mn+]<-2<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])C(C)C,26.51
CC(=O)[Si]([O-]->[Fe+2](<-[O-][Si](C)(Oc1ccccc1)Oc1ccccc1)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1)C(C)(C)C,33.08
C(c1ccc2c(c1)OCCO2)=N1N=C(SCc2ccccc2)[S-]->[Hg+2]<-12<-S=Nc1cccc[c-]->21,33.16
CC1CN(C)(C)->[Pd+2]2(<-N1(C)C)<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,24.01
Cc1cc(C)c(N2C=C[N-]3->[Au+]<-Bc4c(C2=C3)sc2ccccc42)c(C)c1,35.51
CC1=C(C)N(C(C)C)->[Ni+2]2(<-N(=C(C(C)C)[N-]->2C(C)C)C(C)C)<-N(=C1C)[PH](C)(C)C,33.93
CCN1CN2C3=C4c5ccccc5[N-]4->[Co+3]<-1<-2(<-[N-2][N+]#N)<-N1=C3OCC1(C)C,35.84
CC1(C)CCC2CC1N2->[V+5](<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-],24.85
Cn1cc(Cl)c[c-]1->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,27.6
CC[N-](CC)->[Os+6]12(<-[F-])(CCCCC[SiH-]->1c1ccccc1)<-NCCN->2(C)C,41.15
CC1[O-]->[Ir+3]2(<-[Cl-])(<-[c-]3ccccc3C=1c1ccccc1)(<-n1cnccc1-c1nc(C=O)c(C(=O)[O-])nn->21)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,54.77
O=C1CN2=Cc3ccccc3[O-]->[Ir+3]<-23(<-O)(<-[O-]1)<-n1cccc2ccc4cccn->3c4c21,28.21
CC#N->[Zn+2]1(<-[N-](c2c(C)cccc2C)[Si](C)(C)CP->1(c1ccccc1)c1ccccc1)<-[N-]([Si](C)(C)C)[PH]1(c2ccccc2)C(OC)=CC(C)=C1C,45.92
CC1=C(C)[N-](O)->[Ni+2]2(<-[Cl-])(<-N1=O)(<-N(=O)C(C)=C(C)N->2O)<-n1ccccc1,22.0
CN(C)c1ccc([S-]->[Pd+2]2(<-Nc3ccccc3[As]->23c2ccccc2-c2ccccc23)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,38.13
Cc1cc(C)c(-c2cccc3-c4ccc(-c5ccccc5)nn4->[Ni+2](<-[N-]=C=S)(<-[O-]c4c(C)cc(I)cc4Br)(<-n4cccc(Br)c4)<-n23)c(C)c1,42.43
CC(C)(C)CP12CCP(c3ccccc3)(c3ccccc3)->[Rh+]<-1(<-[Cl-])(<-P(C(C)(C)C)C(C)(C)C)<-P(CC2)(CC(C)(C)C)C(C)(C)C,30.94
FC(F)(F)c1ccc2-c3ccc(C(F)(F)F)cn3->[Pt+4](<-[Cl-])(<-[Br-])(<-[c-]2c1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,31.47
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Fe]234(<-[Cl-])(<-[C-]#[O+])<-C5=C->2CCC->3=C->4CC5)c(C)c1,24.81
Cn1c(=O)c2csc(N3C(c4ccccn4)=N(C4CCCCC4)->[Pd+2]<-3(<-[Br-])<-[Br-])c2n(C)c1=O,32.69
COc1ccccc1C=CC(=O)[O-]->[Ti+4]12(<-[Cl-])(<-[Cl-])(<-[O-]CCP->1(C(C)(C)C)C(C)(C)C)<-n1ccccc1-c1ccccn->21,50.97
N#[N+][N-2]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,14.08
[CH2-]C(=O)S(=O)(=O)[O-]->[Fe+2]123(<-O)CCCN->1CCCS->2c1ccccc1[O-]->3,45.03
[Br-]->[Pt+2](<-S=C1CCCCC1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,20.21
CC(C)c12->[Rh+3]3456(<-[Cl-])<-n7ccccc7NCS->3CCS->4c3ccccc3CS->5CCS->6CCSCc1cccc2,39.82
CS1(=O)c2ccccc2[CH]->[Fe]<-1(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],25.45
CN1(CO)Cc2ccccn2->[Pd+4]<-1(<-[Cl-])<-[Cl-],23.05
Cn1ccn2->[Ru+2]34(<-[C-]#[O+])(<-[C-]#[O+])(<-N5=CC=CC5=C(c5cccs5)c5n->3cc[n-]->45)<-n3ccc(C#N)cc3-c12,40.73
C1CCC(P(C2CCCC2)(C2CCCC2)->[RhH+2]234(<-[CH2-]C->2=C->3[CH2-]->4)<-P(C2CCCC2)(C2CCCC2)C2CCCC2)C1,30.2
C#CCP(C(C)C)(C(C)C)->[Ru+2](<-[Cl-])(<-[Cl-])(<-[Cl-])<-P(C(C)C)(C(C)C)C(C)C,22.91
COc1ccc(N2CP3(CN(CP(C4CCCCC4)(C4CCCCC4)->[Rh+]<-3(C2)<-P(C2CCCCC2)(C2CCCCC2)C2CCCCC2)c2ccc(C(F)(F)F)cc2)C2CCCCC2)cc1,31.54
CCCCCCc1ccn2->[Fe]34(<-[C-]#[O+])<-C(CCCN->3c3c(C(C)C)cccc3C(C)C)=C->4(C)c2c1,32.1
C[C-](=O)->[Re+]1(<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2ccccn->12,21.05
CP1(C)c2cccc3c2ON(->[Zn+2]<-1(<-[CH3-])<-[C-]#[O+])=C(COc1ccccc1)C3,38.23
Cc1ccccc1O[PH](=O)(c1ccccc1)->[Pt+2](<-[Cl-])(<-[Cl-])<-[c-]1ccccc1C[P+](Cc1ccccc1)(c1ccccc1)c1ccccc1,40.04
CC(C)c1cccc(C(C)C)c1N1=Cc2ccccc2[O-]->[Ni+2]<-12<-[O-]c1c(C=N->2c2c(C(C)C)cccc2C(C)C)cccc1C(C)(C)C,18.47
c1ccc(CCN->[Ru+2]234(<-NCCCN->2CCC[N-]->3CCN->4)<-n2ccccc2)cc1,31.29
[Cl-]->[Co+3]12(<-N(=Cc3cccs3)CCN->1=c1cccc[n-]->21)<-n1ccccc1,23.94
COc1cc(C=O)c2[SH](CP(=O)(c3ccccc3)c3ccccc3OC)[O-]->[Pt+2](<-P(c3ccccc3)(c3ccccc3)c3ccccc3)(<-P(c3ccccc3)(c3ccccc3)c3ccccc3)<-P(c3ccccc3)(c3ccccc3)c2c1,44.36
CCc1cccc2C3=N(->[Ni+2](<-[O-]C(C)=O)(<-[c-]12)<-n1ccn(C)c1C)C(C)(C)CO3,33.39
NC1=NN(=CCCCCCOCCO)->[Pt+2]2(<-[S-]NN=N->2c2ccccc2)<-[S-]1,31.68
C[S-]->[Mo+4]1(<-[C-]#[O+])(<-[C-]#Cc2ccncc2)(<-S=[PH](NC(C)=C(C)C)n2cccn->12)<-P(C)(C)C,47.44
[O+]#[C-]->[Rh+](<-[C-]#[O+])(<-[C-]#[O+])<-[N-]1c2ccccc2[P+]1(c1ccccc1)c1ccccc1,30.99
S=C=[N-]->[Ni+2]12(<-[N-]=C=S)(<-n3cccnc3)<-n3ccccc3CN->1(Cc1ccccn->21)c1ccccc1,31.92
[O-2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[O-][O-]->1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,17.35
CC(C)(C)P1(C[Se-]->[Ni+2]<-12<-[C-](=O)OP->2(C(C)(C)C)C(C)(C)C)C(C)(C)C,27.22
[Br-]->[Pd+2]1(<-[Br-])<-[c-]2ccccc2P->1(c1ccccc1)c1ccccc1,20.32
N#[N+][N-2]->[Ni+4]12(<-[O-2])(<-[OH-])<-[O-]C(O)(c3ccccn->13)c1ccccn->21,29.94
CN1(C)c2ccccc2C=N(C2CCCCC2)->[Ni+2]<-1(<-[Br-])<-[Br-],23.94
CCNC(NCC)=S->[Pd+2](<-[I-])(<-[I-])<-[C](Br)NCC,29.29
Cc1n[n-]2->[Co+]3456(<-C7=C->3CCC->4=C->5CC7)<-n3c(N=c2s1)c(P->6(c1ccccc1)c1ccccc1)csc3=S,30.75
CC(C)(C)c1cc2-c3cc(C(C)(C)C)c4ccccc4n3->[Mo](<-[Br-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2c(C(C)(C)C)c1,25.7
CC(C)(C)P1(Cc2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd+2]<-1(<-[Cl-])<-[Cl-])C(C)(C)C,17.53
COc1ccc2-c3ccccn3->[Co+3]3(<-[Cl-])(<-[N-2][N+]#N)(<-[c-]2c1)<-n1ccccc1-c1ccccn->31,28.75
Cc1cc(C)cc(-c2cccc(-c3cc(C)cc(C)c3C)c2[N-2]->[Re+3](<-[Cl-])(<-[Cl-])<-[S-]c2c(C)cc(C)cc2C)c1,32.18
NC(=O)c1cccn(->[Pt+2](<-[Cl-])(<-[Cl-])<-n2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)c1,23.97
[O-2]->[Mo+6]12(<-[O-2])(<-[O-]c3ccc(Cl)cc3C=N->1Cc1ccc(Cl)cc1)<-[O-]c1ccccc1CN->2CCO,30.46
CSC1=NC(SC)=S->[Cd+2]23(<-[S-]C(c4ccccc4)c4ccccn->24)<-N(CCC[N-]->31)=c1nc1N,38.76
O=[N-]->[Ru+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-n1ccccc1)<-n1ccccc1,18.64
O=[N-]->[Cr+2]12345(<-[C-]#[O+])(<-[C]6C=CC[N-]->1C=S->6)<-c1c->2c->3[cH-]->4c->51,28.55
CC1N(C)C=C2C=CC=C[N-]2->[Hg+2]2(<-[Cl-])<-N=1c1cccc3nccn->2c13,32.71
[Cl-]->[Pd+2](<-[Cl-])(<-[C-]#[N+]Cc1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,18.37
[Cl-]->[Cu+](<-S=c1[nH]cc[nH]1)(<-P(c1ccccc1)(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,19.18
NC1NN2=Cc3ccccn3->[Zn+2]<-2(<-[Cl-])(<-[I-])<-S=1,18.06
[O+]#[C-]->[Re+]12(<-[C-]#[O+])(<-[C-]#[O+])<-[C](CCNc3ccccn->13)N(Cc1ccc(N([O-])[O-])cc1)c1ccccn->21,32.45
[CH2-]CC1=C(C#[C-]->[Ru+2]2345(<-[Cl-])(<-c6c->2c->3[cH-]->4c->56)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)<-[O-]C1(C)C,38.76
O=C1CN2(->[Pd+2]3(<-NC4OC([O-]->3)C(CO)C4O)<-[O-]1)CC(O)C2,34.17
C[N+](=[SiH-](C)->[Pt]123(<-[C-]#[O+])<-C4=C->1CCC->2=C->3CC4)C12CC3CC(CC(C3)C1)C2,35.85
C[Se-]->[Fe+4]123(<-NCc4ccccc4)<-[S-]c4ccccc4[N-]->1c1ccccc1[N-]->2CCN->3=Nc1ccccc1,49.13
O=S([O-])(c1ccccc1)->[Co+]1234(<-c5c->1c->2[cH-]->3c->45)<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,27.2
CP(c1ccccc1)(c1ccccc1)->[Os+2]1(<-[C-]#[O+])(<-NCc2ccccn->12)<-[c-]1ccccc1,26.22
CP1(CP2(CCP(c3ccccc3)(c3ccccc3)->[Ru+2]<-1<-2(<-[Cl-])(<-[Cl-])<-[Cl-])c1ccccc1)c1ccccc1,18.63
[CH3-]->[Zn+2]1(<-[Cl-])<-n2ccccc2-c2cccc(-c3nccc4ccccc34)n->12,26.17
CC(C)P1(c2cccc3c2C2=C(P(c4ccccc4)(c4ccccc4)->[Pd+2]<-1(<-[Cl-])<-[Cl-])C=CC=C(O2)C3(C)C)C(C)C,21.59
Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Ag+]<-p2n(-c3c(C)cc(C)cc3C)cc[n+]2C(C)(C)C)c(C)c1,28.04
C[Si](C)(C)C(P1OP(C(F)(F)F)->[Pd+2](<-[CH3-])(<-[I-])(<-[c-]2c(F)c(F)c(F)c(-c3c(F)c(F)c(F)c(F)c3F)c2N1c1ccccc1C(F)(F)F)<-P(c1ccccc1)(c1ccccc1)c1ccccc1)[Si](C)(C)C,48.56
Cc12->[Zr+4]3456789(<-[Cl-])(<-[c-]%10ccccc%10[Si](C)(C)C)(<-c1(C)c->3(C)[c-]->4(C)c->52C)<-c1(C)c->6(C)c->7(C)[c-]->8([Si](C)(C)C)c->91C,29.87
Cc1ccc(N2=Cc3cccc4C=N(C)->[Pd+2]<-2(<-[I-])(<-[I-])<-n43)cc1,24.36
CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]1<-N2=C(C=C3C=CC=C[N-]->13)Nc1ccccc1N2C,30.94
c1ccc(P2(CCCP(c3ccccc3)(c3ccccc3)->[Cu+]<-23<-[S-]c2ccccc2[S-]->3)c2ccccc2)cc1,20.86
CC1c2ccccn2->[Fe+2]2(<-[Cl-])(<-[C-]#[O+])(<-[c-]3ccccc3-c3c(C)csn->23)<-N=1c1c(C)cccc1C,33.57
CC1=CC(C)=O->[IrH+2]2(<-[Cl-])(<-[O-]1)<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,21.82
Cc1cc(C)c(N2C=CN(C(c3ccccc3)c3ccccc3)[C]2->[Au+]<-[N-]2C(=O)c3ccccc3C2=O)c(C)c1,22.75
CC#N->[Fe+2]1234(<-N#CC)(<-[C]5N(c6c(C)cc(C)cc6C)C=CN5c5c(C)cc(C)cc5C)<-c5c->1c->2[cH-]->3c->45,21.71
CC(C)(C)N=[B-]=[Si-](Cl)(->[Cu+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,31.01
[Cl-]->[Hg+2]<-[c-]1ccccc1[PH](c1ccccc1)(c1ccccc1)c1ccccc1,16.04
CN1C=C[C]2Nc3ccccc3-c3ccccc3N->[C]1->[Pd+2]<-2(<-[Cl-])<-[Cl-],26.78
c1ccc(P2(CCN->[Pd+2]<-23<-P(CCP->3(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,21.0
CC[C-]1CC(CC)C[Si]2(c3ccccc3-c3ccccc3[PH]3(CCP(C4CCCCC4)(C4CCCCC4)->[Ni+2]<-24(<-[Se-]3)<-[c-]2ccccc2P->4(C)c2ccccc2)c2ccccc2)C1,64.42
CN1c2ccccc2N2CCP34(=C->[Ir+]<-3(<-[C-]#[O+])<-P12C)Oc1ccccc1N4C,39.45
C[Si](C)(C)[c-]12->[Ni+2]345(<-[I-])(<-c(c->3c->41)c->52)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,23.74
O=C1[O-]->[IrH+2]2(<-N3=CC=Cc4ccc5c3c4N->2=CC=C5)(<-n2c1[nH]c1ccccc12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,31.67
CN12->[Pd+2]34CN->3(CC1)C1=C(C2)c2ccccc2N=c2ccc3c(c21)[N-]->4C=CC=3,39.6
[I-]->[Cd+2](<-[I-])(<-n1cc[nH]c1)<-P(Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1,28.98
C=[PH]1(CCCCc2ccccc2)c2ccccc2S(C)(=O)(Cc2ccccc2)[O-]->[W+2]<-12345(<-[Cl-])(<-[Cl-])<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C,42.39
CC[N-](CC)->[Co+3]123<-[O-]c4ccccc4CCN->1C=Cc1cccc(C(=O)[N-]->2Cc2ccccc2)c13,40.73
Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)[C]2->[Ru+2](<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])c(C)c1,18.79
[Cl-]->[Pt+2]1(<-[Br-])<-S2CCSCCS->1CC2,16.96
COC(=O)C1=NN(C(C)(C)C)->[Zn+2]2(<-n3ccccc31)(<-n1cccc3ccc(C)nc31)<-n1c(C)cc(C)[n-]->21,41.64
CS(C)(=O)->[Tc+]1(<-[Cl-])(<-[C-]#[O+])(<-[C-]#[O+])<-n2ccccc2-c2ccccn->12,25.4
CC(NC1=C2CP(c3ccccc3)(c3ccccc3)->[Ni+2](<-[Cl-])(<-[Cl-])<-C(C2)[SH]1c1ccccc1)c1ccccc1,41.14
C[Si](C)(C)C#Cc1ccc2C[PH](C)(CCCP->[IrH+2](<-[Br-])(<-[C-]#N)(<-[C-]#[O+])<-[c-]2c1)CC[Si](C)(C)[Si](C)(C)C,50.56
c1ccc(P(c2ccccc2)(c2ccccc2)->[Cu+](<-N2CCCCC2)(<-P(c2ccccc2)(c2ccccc2)c2ccccc2)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,16.23
C=CCNP(->[Hg+2]<-[c-]1c(C)cccc1C)(c1ccccc1)c1ccccc1,29.4
CS(=O)(c1ccc([N+](=O)[O-])cc1)->[Pt+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1,26.2
COC([O-])(OC)->[Pt+2]1(<-[Cl-])<-O=C(C)NN->1=Cc1ccc(Br)cc1,34.24
CN1(C)CCN(C)(C)->[Cd+8]<-12(<-[N-]=C=O)<-N(C)(C)CN->2(C)C,29.28
CC1=N[O-]->[Ni+2]234(<-[N-]=C=S)<-n5ccccc5CN->25CCN->3(C)CCCN->41CC5,33.3
CCCCCCc1cc2c3n4->[Mn+3](<-[Cl-])(<-[Cl-])(<-[Cl-])<-[O-]C5=C(CCCCCC[Si](CCCC)(CCCC)CCCC)C=C(C(=CC=C23)c14)CCCC5,52.71
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Ni+2](<-[CH3-])<-[c-]2c(F)c(F)c(F)c(F)c2F)c(C)c1,20.22
O=S(=O)([O-]->[Ru+4]1(<-O)(<-O=[PH]([O-])c2ccccn->12)(<-[O-]S(=O)(=O)C(F)(F)F)(<-[O-]S(=O)(=O)C(F)(F)F)<-P(c1ccccc1)(c1ccccc1)c1ccccc1)C(F)(F)F,35.21
O=C1[O-]->[Pt+4](<-O)(<-[Cl-])(<-[Cl-])(<-[Br-])<-n2c1ccc1ccccc12,30.56
Cc1cc(C)c([N+]#[C-]->[Ir+3]2345(<-[Cl-])(<-[Cl-])<-c6(C)c->2(C)c->3(C)[c-]->4(C)c->56C)c(C)c1,19.2
[Cl-]->[Rh+]123(CCC4=C->1CCC->2=C<-4->3)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,19.56
CC1CCN(C(C)(C)C)[C]1->[Ni]123<-C=C->1[Si](C)(COC[Si]->2(C(C)C)C(C)C)[CH2-]->3,37.9
S=c1[nH]nc([S-]->[Pd+2](<-[O-][C-](c2ccccc2)c2ccccc2)(<-n2ccc(C=Nc3ccccc3Nc3ccccc3)cc2)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)s1,43.47
[I-]->[Pt+2](<-[I-])(<-P(c1ccccc1)(c1ccccc1)c1ccc[nH]1)<-P(c1ccccc1)(c1ccccc1)c1cccs1,30.69
CC(C)c1cccc(C(C)C)c1[N-]1CCN2(Cc3ccccc3[O-]->[Co+3]<-1<-23<-N(C)(C)CP->3(C(C)C)C(C)C)C(C)(C)C,34.67
[Cl-]->[Ta+7](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[Cl-])<-O=P(c1ccccc1)(c1ccccc1)c1ccccc1,20.47
